Gene	count	length	Bias	TPM_ModelBD
Os01g0108700	1.000000	624.000000	1.224353	0.089416
Os01g0108800	4.000000	2372.000000	0.450524	0.255702
Os01g0109000	141.000000	1458.000000	0.768707	8.594237
Os01g0109201	514.000000	2049.000000	0.544207	31.489320
Os01g0109300	407.000000	1975.000000	0.568302	24.771632
Os01g0109366	0.000000	505.000000	1.294987	0.000000
Os01g0109432	3.000000	578.000000	1.252198	0.283157
Os01g0109500	0.000000	1226.000000	0.879173	0.000000
Os01g0109700	4009.000000	4570.000000	0.129210	463.798486
Os01g0109750	139.000000	975.000000	1.014145	9.603208
Os01g0110050	8.000000	1416.000000	0.787699	0.489974
Os01g0110100	64.000000	2766.000000	0.358132	4.413577
Os01g0110200	4.000000	970.000000	1.016992	0.276998
Os01g0110400	431.000000	1557.000000	0.725644	26.059837
Os01g0110500	105.000000	3082.000000	0.298281	7.802579
Os01g0110600	47.000000	1893.000000	0.596249	2.844632
Os01g0110700	6.000000	3414.000000	0.246522	0.487011
Os01g0110800	6.000000	1955.000000	0.574995	0.364625
Os01g0111000	3.000000	444.000000	1.328123	0.347541
Os01g0111100	160.000000	1119.000000	0.934763	10.449483
Os01g0111200	690.000000	2355.000000	0.455020	43.987987
Os01g0111300	2.000000	796.000000	1.119344	0.153342
Os01g0111400	385.000000	2663.000000	0.380225	25.974998
Os01g0111500	0.000000	1475.000000	0.761143	0.000000
Os01g0111600	0.000000	1036.000000	0.979894	0.000000
Os01g0111700	22.000000	945.000000	1.031312	1.542081
Os01g0111800	20.000000	673.000000	1.194385	1.699719
Os01g0111900	39.000000	1024.000000	0.986561	2.637225
Os01g0112000	0.000000	652.000000	1.207248	0.000000
Os01g0112050	12.000000	718.000000	1.166811	0.978504
Os01g0112100	58.000000	3691.000000	0.210589	5.097479
Os01g0112201	36.000000	1099.000000	0.945479	2.366788
Os01g0112300	125.000000	1977.000000	0.567637	7.609203
Os01g0112400	1.000000	1020.000000	0.988791	0.067733
Os01g0112500	130.000000	1435.000000	0.779053	7.943845
Os01g0112600	2.000000	574.000000	1.254597	0.189723
Os01g0112800	0.000000	3731.000000	0.205877	0.000000
Os01g0113000	3.000000	3726.000000	0.206460	0.266409
Os01g0113150	0.000000	2872.000000	0.336777	0.000000
Os01g0113200	86.000000	1944.000000	0.578710	5.222128
Os01g0113300	33.000000	2245.000000	0.485238	2.069424
Os01g0113325	26.000000	2086.000000	0.532547	1.598849
Os01g0113350	0.000000	2205.000000	0.496724	0.000000
Os01g0113400	0.000000	2815.000000	0.348092	0.000000
Os01g0113450	0.000000	2051.000000	0.543570	0.000000
Os01g0113500	3.000000	2542.000000	0.407980	0.197612
Os01g0113600	207.000000	2343.000000	0.458221	13.171316
Os01g0113650	195.000000	1991.000000	0.563003	11.883896
Os01g0113700	14.000000	2079.000000	0.534733	0.860285
Os01g0113750	11.000000	2091.000000	0.530991	0.676797
Os01g0113800	4.000000	2399.000000	0.443475	0.256842
Os01g0113900	39.000000	2192.000000	0.500516	2.428357
Os01g0113950	27.000000	1999.000000	0.560373	1.646571
Os01g0114000	0.000000	681.000000	1.189481	0.000000
Os01g0114050	0.000000	62.000000	0.828538	0.000000
Os01g0114100	580.000000	2239.000000	0.486943	36.341428
Os01g0114150	489.000000	2149.000000	0.513268	30.285465
Os01g0114200	109.000000	846.000000	1.089339	8.079778
Os01g0114300	710.000000	3392.000000	0.249641	57.278750
Os01g0114400	4.000000	1017.000000	0.990466	0.271272
Os01g0114402	9.000000	2024.000000	0.552231	0.550070
Os01g0114550	21.000000	2168.000000	0.507594	1.303618
Os01g0114600	112.000000	2088.000000	0.531924	6.888814
Os01g0114650	99.000000	1983.000000	0.565646	6.029397
Os01g0114700	33.000000	1963.000000	0.572309	2.006642
Os01g0114800	30.000000	1672.000000	0.678532	1.806430
Os01g0114900	1.000000	915.000000	1.048681	0.071194
Os01g0115100	33.000000	1402.000000	0.794127	2.024801
Os01g0115300	39.000000	1809.000000	0.626294	2.351549
Os01g0115200	4.000000	471.000000	1.313867	0.441564
Os01g0115500	1.000000	1020.000000	0.988791	0.067733
Os01g0115533	5.000000	2043.000000	0.546122	0.306139
Os01g0115566	1.000000	756.000000	1.143608	0.079015
Os01g0115600	1210.000000	2004.000000	0.558735	73.822459
Os01g0115700	616.000000	1887.000000	0.598347	37.270258
Os01g0115725	697.000000	2122.000000	0.521443	43.031543
Os01g0115750	4.000000	2097.000000	0.529129	0.246267
Os01g0115752	0.000000	2131.000000	0.518704	0.000000
Os01g0115800	0.000000	2483.000000	0.422259	0.000000
Os01g0115950	0.000000	2007.000000	0.557754	0.000000
Os01g0116100	0.000000	601.000000	1.238328	0.000000
Os01g0115900	49.000000	3248.000000	0.271109	3.801386
Os01g0116000	1.000000	2078.000000	0.535047	0.061443
Os01g0116101	0.000000	2075.000000	0.535987	0.000000
Os01g0116200	10.000000	2282.000000	0.474852	0.630423
Os01g0116250	8.000000	1976.000000	0.567969	0.486950
Os01g0116300	27.000000	2032.000000	0.549650	1.651429
Os01g0116400	236.000000	2275.000000	0.476800	14.862812
Os01g0116650	219.000000	2159.000000	0.510274	13.579839
Os01g0116900	62.000000	1548.000000	0.729461	3.750810
Os01g0116600	324.000000	2245.000000	0.485238	20.317986
Os01g0116800	33.000000	1131.000000	0.928382	2.146995
Os01g0116901	40.000000	2026.000000	0.551584	2.445204
Os01g0117000	103.000000	2223.000000	0.491521	6.439643
Os01g0117025	96.000000	2027.000000	0.551262	5.869028
Os01g0117050	1.000000	639.000000	1.215199	0.087975
Os01g0117100	3.000000	1467.000000	0.764694	0.182688
Os01g0117200	0.000000	2341.000000	0.458757	0.000000
Os01g0117233	0.000000	1128.000000	0.929974	0.000000
Os01g0117266	0.000000	453.000000	1.323457	0.000000
Os01g0117300	2.000000	1309.000000	0.838081	0.124540
Os01g0117400	14.000000	624.000000	1.224353	1.251824
Os01g0117450	16.000000	2085.000000	0.532859	0.983803
Os01g0117500	0.000000	1886.000000	0.598697	0.000000
Os01g0117600	0.000000	2358.000000	0.454223	0.000000
Os01g0117650	0.000000	2075.000000	0.535987	0.000000
Os01g0117700	8.000000	1932.000000	0.582790	0.485375
Os01g0117900	76.000000	1503.000000	0.748839	4.612886
Os01g0118000	156.000000	1421.000000	0.785415	9.548555
Os01g0118033	25.000000	467.000000	1.316026	2.778851
Os01g0118066	166.000000	4110.000000	0.166443	16.577092
Os01g0118100	688.000000	2845.000000	0.342088	48.291899
Os01g0118300	0.000000	2931.000000	0.325466	0.000000
Os01g0118350	0.000000	1393.000000	0.798285	0.000000
Os01g0118400	45.000000	2109.000000	0.525426	2.774157
Os01g0118600	3.000000	1683.000000	0.674185	0.180620
Os01g0118700	113.000000	2087.000000	0.532235	6.949583
Os01g0119000	4.000000	1791.000000	0.632925	0.241056
Os01g0119050	1.000000	302.000000	1.381065	0.163789
Os01g0119100	1.000000	1746.000000	0.649806	0.060211
Os01g0119500	221.000000	1861.000000	0.607522	13.353346
Os01g0119800	0.000000	1446.000000	0.774089	0.000000
Os01g0120300	2134.000000	2570.000000	0.401377	141.323625
Os01g0120400	179.000000	1215.000000	0.884752	11.375270
Os01g0120500	1804.000000	987.000000	1.007337	123.951253
Os01g0120600	81.000000	1375.000000	0.806663	4.988806
Os01g0120700	1154.000000	1869.000000	0.604684	69.754829
Os01g0120800	2065.000000	3540.000000	0.229432	173.687682
Os01g0121000	4.000000	831.000000	1.098297	0.299396
Os01g0121100	554.000000	1308.000000	0.838566	34.504141
Os01g0121200	8.000000	1401.000000	0.794588	0.490926
Os01g0121300	279.000000	2052.000000	0.543252	17.097464
Os01g0121400	138.000000	1963.000000	0.572309	8.391411
Os01g0121500	59.000000	632.000000	1.219474	5.229604
Os01g0121600	216.000000	754.000000	1.144826	17.094225
Os01g0121700	1269.000000	2470.000000	0.425473	82.489521
Os01g0121800	157.000000	1808.000000	0.626661	9.466187
Os01g0121900	0.000000	891.000000	1.062715	0.000000
Os01g0121950	0.000000	1144.000000	0.921511	0.000000
Os01g0122000	71.000000	1541.000000	0.732443	4.297224
Os01g0122200	0.000000	1394.000000	0.797822	0.000000
Os01g0122367	0.000000	1009.000000	0.994944	0.000000
Os01g0122534	0.000000	876.000000	1.071546	0.000000
Os01g0122701	0.000000	306.000000	1.380432	0.000000
Os01g0123500	0.000000	935.000000	1.037080	0.000000
Os01g0123700	164.000000	909.000000	1.052178	11.713784
Os01g0123800	60.000000	1161.000000	0.912592	3.868557
Os01g0123900	12117.000000	858.000000	1.082202	891.468588
Os01g0124000	4035.000000	910.000000	1.051594	288.044942
Os01g0124100	83.000000	930.000000	1.039972	5.862462
Os01g0124200	2163.000000	1059.000000	0.967215	144.259353
Os01g0124401	1.000000	1063.000000	0.965023	0.066594
Os01g0124550	0.000000	2571.000000	0.401144	0.000000
Os01g0124600	0.000000	573.000000	1.255195	0.000000
Os01g0124650	250.000000	847.000000	1.088743	18.519851
Os01g0124700	273.000000	800.000000	1.116929	20.871494
Os01g0124900	0.000000	825.000000	1.101891	0.000000
Os01g0125000	0.000000	1020.000000	0.988791	0.000000
Os01g0125500	0.000000	846.000000	1.089339	0.000000
Os01g0125550	57.000000	1380.000000	0.804328	3.508077
Os01g0125600	22.000000	1470.000000	0.763360	1.339313
Os01g0125700	51.000000	1258.000000	0.863121	3.208666
Os01g0125800	311.000000	2240.000000	0.486659	19.489220
Os01g0125850	200.000000	1909.000000	0.590690	12.116319
Os01g0125900	694.000000	3561.000000	0.226708	58.725597
Os01g0126000	9.000000	1131.000000	0.928382	0.585544
Os01g0126100	10.000000	2150.000000	0.512968	0.619409
Os01g0126200	472.000000	2214.000000	0.494116	29.474207
Os01g0126401	188.000000	3910.000000	0.186131	17.646954
Os01g0126600	185.000000	2278.000000	0.475964	11.656016
Os01g0126900	0.000000	1909.000000	0.590690	0.000000
Os01g0127000	0.000000	2019.000000	0.553849	0.000000
Os01g0127100	0.000000	1688.000000	0.672218	0.000000
Os01g0127200	0.000000	2288.000000	0.473190	0.000000
Os01g0127300	822.000000	1695.000000	0.669473	49.485210
Os01g0127400	247.000000	1383.000000	0.802930	15.195106
Os01g0127450	3.000000	573.000000	1.255195	0.284945
Os01g0127500	0.000000	1209.000000	0.887808	0.000000
Os01g0127600	5.000000	878.000000	1.070366	0.363454
Os01g0127700	262.000000	3253.000000	0.270332	20.352871
Os01g0127900	38.000000	1705.000000	0.665571	2.287552
Os01g0128000	1.000000	1577.000000	0.717229	0.060397
Os01g0128100	70.000000	3169.000000	0.283702	5.318873
Os01g0128200	152.000000	1290.000000	0.847332	9.499632
Os01g0128250	58.000000	1537.000000	0.734153	3.511349
Os01g0128300	77.000000	837.000000	1.094709	5.740806
Os01g0128400	768.000000	2288.000000	0.473190	48.459204
Os01g0128700	74.000000	1025.000000	0.986004	5.001906
Os01g0128800	1082.000000	3317.000000	0.260590	85.512680
Os01g0129200	0.000000	792.000000	1.121761	0.000000
Os01g0129500	132.000000	2268.000000	0.478755	8.304697
Os01g0129550	78.000000	1252.000000	0.866110	4.913868
Os01g0129600	0.000000	1020.000000	0.988791	0.000000
Os01g0129800	0.000000	523.000000	1.284670	0.000000
Os01g0130000	379.000000	1685.000000	0.673397	22.817836
Os01g0130100	204.000000	827.000000	1.100693	15.309640
Os01g0130200	86.000000	384.000000	1.356324	11.280028
Os01g0130400	311.000000	3485.000000	0.236733	25.751701
Os01g0130500	193.000000	1990.000000	0.563333	11.761033
Os01g0130900	82.000000	811.000000	1.110300	6.220981
Os01g0131250	0.000000	4441.000000	0.138636	0.000000
Os01g0131300	1172.000000	953.000000	1.026714	81.826047
Os01g0131600	4964.000000	1758.000000	0.645262	298.939639
Os01g0131450	5226.000000	1706.000000	0.665182	314.598044
Os01g0131800	126.000000	736.000000	1.155806	10.118457
Os01g0131900	5.000000	306.000000	1.380432	0.808611
Os01g0132000	738.000000	564.000000	1.260571	70.911424
Os01g0132050	3.000000	4323.000000	0.147921	0.320488
Os01g0132100	1.000000	3297.000000	0.263594	0.078605
Os01g0132200	0.000000	914.000000	1.049263	0.000000
Os01g0132400	0.000000	1558.000000	0.725221	0.000000
Os01g0132500	83.000000	1208.000000	0.888318	5.283832
Os01g0132700	73.000000	783.000000	1.127207	5.650198
Os01g0132766	173.000000	1298.000000	0.843426	10.795209
Os01g0132800	885.000000	1156.000000	0.915207	57.144230
Os01g0133100	1.000000	2215.000000	0.493827	0.062454
Os01g0133200	1.000000	913.000000	1.049846	0.071271
Os01g0133400	447.000000	1980.000000	0.566641	27.217043
Os01g0133500	228.000000	2150.000000	0.512968	14.122524
Os01g0133600	10.000000	1339.000000	0.823663	0.619407
Os01g0133650	4.000000	648.000000	1.209696	0.348590
Os01g0133700	0.000000	666.000000	1.198674	0.000000
Os01g0133766	0.000000	73.000000	0.834502	0.000000
Os01g0133799	1.000000	672.000000	1.194998	0.085069
Os01g0133832	0.000000	670.000000	1.196223	0.000000
Os01g0133866	0.000000	586.000000	1.247388	0.000000
Os01g0133900	0.000000	636.000000	1.217032	0.000000
Os01g0134200	6.000000	2989.000000	0.314731	0.435704
Os01g0134500	351.000000	1252.000000	0.866110	22.112405
Os01g0134700	978.000000	1603.000000	0.706431	58.998661
Os01g0134800	0.000000	1415.000000	0.788157	0.000000
Os01g0134850	0.000000	1633.000000	0.694167	0.000000
Os01g0134900	0.000000	2003.000000	0.559062	0.000000
Os01g0135000	0.000000	1440.000000	0.776793	0.000000
Os01g0135600	71.000000	1951.000000	0.576343	4.313464
Os01g0135700	2906.000000	889.000000	1.063890	209.895768
Os01g0135800	1.000000	808.000000	1.112106	0.076024
Os01g0135900	197.000000	840.000000	1.092918	14.659052
Os01g0136000	4.000000	673.000000	1.194385	0.339944
Os01g0136050	6.000000	543.000000	1.273005	0.592963
Os01g0136100	1.000000	815.000000	1.107895	0.075657
Os01g0136200	2.000000	752.000000	1.146044	0.158532
Os01g0136300	36.000000	734.000000	1.157027	2.895804
Os01g0136400	1378.000000	2390.000000	0.445812	88.349813
Os01g0136450	32.000000	693.000000	1.182125	2.668454
Os01g0136500	1.000000	744.000000	1.150922	0.079779
Os01g0136502	3.000000	840.000000	1.092918	0.223234
Os01g0136600	0.000000	712.000000	1.170484	0.000000
Os01g0136700	12.000000	4238.000000	0.155030	1.247706
Os01g0136800	151.000000	2362.000000	0.453163	9.637157
Os01g0136850	151.000000	1855.000000	0.609660	9.121202
Os01g0136900	34.000000	1575.000000	0.718066	2.053715
Os01g0137066	9.000000	533.000000	1.278861	0.901983
Os01g0137232	5.000000	1029.000000	0.983779	0.337414
Os01g0137400	23.000000	1934.000000	0.582108	1.395642
Os01g0137125	22.000000	1693.000000	0.670256	1.324437
Os01g0137150	0.000000	580.000000	1.250997	0.000000
Os01g0137200	22.000000	768.000000	1.136308	1.722153
Os01g0137250	18.000000	1152.000000	0.917304	1.163625
Os01g0137266	0.000000	586.000000	1.247388	0.000000
Os01g0137282	1.000000	783.000000	1.127207	0.077400
Os01g0137300	69.000000	3190.000000	0.280296	5.271666
Os01g0137500	47.000000	3458.000000	0.240406	3.862194
Os01g0137550	2.000000	707.000000	1.173547	0.164671
Os01g0137700	5.000000	2208.000000	0.495853	0.311978
Os01g0137750	3.000000	498.000000	1.298944	0.316816
Os01g0137800	0.000000	4939.000000	0.105942	0.000000
Os01g0137875	11.000000	1236.000000	0.874128	0.695513
Os01g0137950	9.000000	916.000000	1.048099	0.640400
Os01g0138000	0.000000	536.000000	1.277109	0.000000
Os01g0138100	7.000000	981.000000	1.010737	0.482278
Os01g0138232	0.000000	804.000000	1.114516	0.000000
Os01g0138300	39.000000	2247.000000	0.484670	2.446366
Os01g0138350	41.000000	1201.000000	0.891897	2.614763
Os01g0138400	1.000000	2290.000000	0.472637	0.063117
Os01g0138451	0.000000	586.000000	1.247388	0.000000
Os01g0138500	64.000000	1430.000000	0.781320	3.913106
Os01g0138600	25.000000	1656.000000	0.684904	1.505762
Os01g0138800	13.000000	1564.000000	0.722688	0.785710
Os01g0138900	3707.000000	1704.000000	0.665961	223.157203
Os01g0139000	19.000000	642.000000	1.213365	1.666224
Os01g0139200	1665.000000	2609.000000	0.392363	111.111242
Os01g0139600	0.000000	1575.000000	0.718066	0.000000
Os01g0139700	27.000000	560.000000	1.262952	2.607926
Os01g0139900	4.000000	717.000000	1.167424	0.326452
Os01g0140100	2.000000	1832.000000	0.617921	0.120692
Os01g0140400	5.000000	3637.000000	0.217131	0.432524
Os01g0140500	221.000000	499.000000	1.298381	23.302148
Os01g0140700	0.000000	954.000000	1.026140	0.000000
Os01g0141000	23.000000	1510.000000	0.745792	1.395209
Os01g0141100	1193.000000	1787.000000	0.634408	71.887563
Os01g0141150	347.000000	1114.000000	0.937432	22.699208
Os01g0141300	0.000000	1437.000000	0.778148	0.000000
Os01g0141450	0.000000	1099.000000	0.945479	0.000000
Os01g0141600	853.000000	1631.000000	0.694978	51.407988
Os01g0141700	319.000000	2091.000000	0.530991	19.627104
Os01g0141900	189.000000	2556.000000	0.404665	12.482798
Os01g0142100	3138.000000	2054.000000	0.542617	192.338319
Os01g0142200	128.000000	1024.000000	0.986561	8.655506
Os01g0142300	132.000000	1891.000000	0.596947	7.988273
Os01g0142400	0.000000	68.000000	0.825515	0.000000
Os01g0142500	132.000000	1794.000000	0.631815	7.955508
Os01g0142600	3.000000	2102.000000	0.527583	0.184801
Os01g0142800	571.000000	3426.000000	0.244838	46.502583
Os01g0142875	328.000000	1712.000000	0.662853	19.745084
Os01g0142950	0.000000	3883.000000	0.188975	0.000000
Os01g0143100	116.000000	1349.000000	0.818908	7.173273
Os01g0143300	103.000000	1075.000000	0.958472	6.828976
Os01g0143350	65.000000	808.000000	1.112106	4.941537
Os01g0143400	0.000000	2016.000000	0.554823	0.000000
Os01g0143700	0.000000	780.000000	1.129025	0.000000
Os01g0143750	0.000000	763.000000	1.139348	0.000000
Os01g0143800	2193.000000	1102.000000	0.943865	144.030167
Os01g0143900	21.000000	616.000000	1.229224	1.894585
Os01g0144000	160.000000	1398.000000	0.795973	9.822476
Os01g0144100	504.000000	873.000000	1.073318	36.744679
Os01g0144200	9.000000	1056.000000	0.968861	0.600929
Os01g0144300	2.000000	1511.000000	0.745358	0.121313
Os01g0144340	203.000000	2300.000000	0.469882	12.831745
Os01g0144380	52.000000	4810.000000	0.113499	6.506855
Os01g0144500	1.000000	735.000000	1.156417	0.080372
Os01g0144600	192.000000	986.000000	1.007903	13.198114
Os01g0144700	62.000000	604.000000	1.236511	5.671048
Os01g0144800	3.000000	802.000000	1.115722	0.229033
Os01g0144900	7.000000	2183.000000	0.503158	0.435358
Os01g0145000	1.000000	336.000000	1.373502	0.148026
Os01g0145200	1.000000	1120.000000	0.934230	0.065288
Os01g0145600	2.000000	898.000000	1.058609	0.143722
Os01g0146101	0.000000	853.000000	1.085172	0.000000
Os01g0146200	1.000000	969.000000	1.017562	0.069282
Os01g0146600	0.000000	501.000000	1.297252	0.000000
Os01g0146801	0.000000	496.000000	1.300069	0.000000
Os01g0147001	0.000000	516.000000	1.288705	0.000000
Os01g0147200	979.000000	3044.000000	0.304891	72.060837
Os01g0147250	19.000000	3193.000000	0.279813	1.452758
Os01g0147300	8.000000	1294.000000	0.845377	0.499588
Os01g0147400	0.000000	723.000000	1.163752	0.000000
Os01g0147600	2.000000	780.000000	1.129025	0.155145
Os01g0147650	4.000000	393.000000	1.352484	0.514093
Os01g0147700	285.000000	2554.000000	0.405137	18.816065
Os01g0147800	6.000000	1796.000000	0.631076	0.361634
Os01g0147850	2.000000	375.000000	1.359993	0.267897
Os01g0147900	8917.000000	1052.000000	0.971060	596.298082
Os01g0147950	3382.000000	988.000000	1.006771	232.269515
Os01g0148000	874.000000	2524.000000	0.412283	57.376379
Os01g0148050	2329.000000	3219.000000	0.275663	179.298658
Os01g0148100	243.000000	2264.000000	0.479876	15.279426
Os01g0148200	0.000000	677.000000	1.191933	0.000000
Os01g0148400	345.000000	2281.000000	0.475130	21.746413
Os01g0148500	38.000000	1540.000000	0.732871	2.300075
Os01g0148700	276.000000	1478.000000	0.759816	16.789312
Os01g0149200	108.000000	3883.000000	0.188975	10.054472
Os01g0149350	4.000000	4464.000000	0.136902	0.447129
Os01g0149400	6.000000	270.000000	1.382973	1.097691
Os01g0149500	7.000000	4937.000000	0.106055	0.913294
Os01g0149600	45.000000	728.000000	1.160694	3.638058
Os01g0149700	10.000000	3403.000000	0.248076	0.809207
Os01g0149750	7.000000	3162.000000	0.284847	0.530922
Os01g0149800	2574.000000	654.000000	1.206024	222.936514
Os01g0149900	554.000000	2793.000000	0.352563	38.433354
Os01g0150000	1194.000000	3499.000000	0.234851	99.259899
Os01g0150100	170.000000	2020.000000	0.553525	10.386435
Os01g0150200	140.000000	1289.000000	0.847821	8.751395
Os01g0150400	1.000000	636.000000	1.217032	0.088257
Os01g0150500	0.000000	666.000000	1.198674	0.000000
Os01g0150700	25.000000	1520.000000	0.741461	1.515355
Os01g0150800	2.000000	1264.000000	0.860140	0.125667
Os01g0150900	0.000000	492.000000	1.302310	0.000000
Os01g0150950	0.000000	1548.000000	0.729461	0.000000
Os01g0151100	736.000000	2505.000000	0.416876	48.147090
Os01g0151200	7667.000000	2440.000000	0.432987	495.755091
Os01g0151400	359.000000	2393.000000	0.445032	23.028567
Os01g0151500	33.000000	1797.000000	0.630707	1.989045
Os01g0151600	364.000000	1639.000000	0.691739	21.932433
Os01g0151700	132.000000	1428.000000	0.782228	8.072699
Os01g0151750	9.000000	301.000000	1.381211	1.478844
Os01g0151900	17.000000	2360.000000	0.453693	1.084629
Os01g0152000	9.000000	4485.000000	0.135339	1.012893
Os01g0152050	3.000000	3056.000000	0.302787	0.221481
Os01g0152100	0.000000	1407.000000	0.791826	0.000000
Os01g0152200	0.000000	1248.000000	0.868109	0.000000
Os01g0152300	3.000000	671.000000	1.195610	0.255456
Os01g0152500	0.000000	2295.000000	0.471257	0.000000
Os01g0152600	60.000000	3153.000000	0.286326	4.540174
Os01g0152675	1.000000	484.000000	1.306755	0.108011
Os01g0152687	4.000000	812.000000	1.109699	0.303253
Os01g0152700	120.000000	280.000000	1.383041	21.168726
Os01g0152800	72.000000	3428.000000	0.244558	5.866999
Os01g0152850	51.000000	3106.000000	0.294182	3.812927
Os01g0152900	93.000000	710.000000	1.171709	7.636796
Os01g0152950	52.000000	1296.000000	0.844401	3.246058
Os01g0152951	11.000000	483.000000	1.307307	1.190075
Os01g0153000	52.000000	3129.000000	0.290310	3.910587
Os01g0153050	53.000000	3084.000000	0.297937	3.940432
Os01g0153100	129.000000	747.000000	1.149092	10.266458
Os01g0153150	21.000000	5442.000000	0.081452	3.236424
Os01g0153200	9.000000	345.000000	1.370777	1.300059
Os01g0153250	41.000000	3066.000000	0.301046	3.034491
Os01g0153275	24.000000	2686.000000	0.375173	1.626974
Os01g0153300	199.000000	712.000000	1.170484	16.312248
Os01g0153400	526.000000	1331.000000	0.827486	32.625235
Os01g0153500	0.000000	765.000000	1.138131	0.000000
Os01g0153550	0.000000	625.000000	1.223744	0.000000
Os01g0153600	0.000000	927.000000	1.041710	0.000000
Os01g0153625	0.000000	714.000000	1.169260	0.000000
Os01g0153700	14.000000	1788.000000	0.634037	0.843631
Os01g0153800	2.000000	1104.000000	0.942791	0.131266
Os01g0153900	0.000000	891.000000	1.062715	0.000000
Os01g0153950	0.000000	517.000000	1.288130	0.000000
Os01g0154000	0.000000	902.000000	1.056268	0.000000
Os01g0154100	0.000000	856.000000	1.083389	0.000000
Os01g0154200	1.000000	782.000000	1.127813	0.077457
