Gene	count	length	Bias	TPM_ModelBD
Os01g0109500	1.000000	1226.000000	0.869808	0.067450
Os01g0109700	8602.000000	4570.000000	0.102217	1324.517243
Os01g0109750	7.000000	975.000000	1.015147	0.508699
Os01g0110050	0.000000	1416.000000	0.771030	0.000000
Os01g0110100	0.000000	2766.000000	0.320278	0.000000
Os01g0110200	0.000000	970.000000	1.018191	0.000000
Os01g0110400	3063.000000	1557.000000	0.704247	200.923041
Os01g0110500	52.000000	3082.000000	0.260908	4.651351
Os01g0110600	27.000000	1893.000000	0.566267	1.811710
Os01g0110700	1.000000	3414.000000	0.210696	0.099995
Os01g0110800	0.000000	1955.000000	0.543827	0.000000
Os01g0111000	0.000000	444.000000	1.319812	0.000000
Os01g0111100	1.000000	1119.000000	0.929829	0.069129
Os01g0111200	824.000000	2355.000000	0.418762	60.098822
Os01g0111300	0.000000	796.000000	1.126334	0.000000
Os01g0111400	461.000000	2663.000000	0.342497	36.355402
Os01g0111500	1.000000	1475.000000	0.742417	0.065684
Os01g0111600	0.000000	1036.000000	0.978422	0.000000
Os01g0111700	2.000000	945.000000	1.033482	0.147296
Os01g0111800	10.000000	673.000000	1.202748	0.888601
Os01g0111900	9.000000	1024.000000	0.985583	0.641425
Os01g0112000	0.000000	652.000000	1.215423	0.000000
Os01g0112050	3.000000	718.000000	1.175097	0.255752
Os01g0112100	28.000000	3691.000000	0.176576	3.090139
Os01g0112201	10.000000	1099.000000	0.941382	0.695237
Os01g0112300	198.000000	1977.000000	0.536076	13.437812
Os01g0112400	2.000000	1020.000000	0.987977	0.142751
Os01g0112500	2107.000000	1435.000000	0.761709	138.649974
Os01g0112600	0.000000	574.000000	1.260371	0.000000
Os01g0112800	0.000000	3731.000000	0.172154	0.000000
Os01g0113000	0.000000	3726.000000	0.172700	0.000000
Os01g0113150	0.000000	2872.000000	0.298950	0.000000
Os01g0113200	75.000000	1944.000000	0.547744	5.066217
Os01g0113300	64.000000	2245.000000	0.449975	4.556920
Os01g0113325	53.000000	2086.000000	0.499247	3.660521
Os01g0113350	0.000000	2205.000000	0.461895	0.000000
Os01g0113400	12.000000	2815.000000	0.310231	0.988356
Os01g0113450	6.000000	2051.000000	0.510792	0.411944
Os01g0113500	3.000000	2542.000000	0.370619	0.229042
Os01g0113600	54.000000	2343.000000	0.422058	3.927765
Os01g0113650	45.000000	1991.000000	0.531200	3.060410
Os01g0113700	161.000000	2079.000000	0.501535	11.106231
Os01g0113750	169.000000	2091.000000	0.497619	11.682414
Os01g0113800	19.000000	2399.000000	0.406894	1.400034
Os01g0113900	3.000000	2192.000000	0.465836	0.211322
Os01g0113950	4.000000	1999.000000	0.528433	0.272366
Os01g0114000	0.000000	681.000000	1.197876	0.000000
Os01g0114050	0.000000	62.000000	0.890701	0.000000
Os01g0114100	1130.000000	2239.000000	0.451743	80.357966
Os01g0114150	1022.000000	2149.000000	0.479113	71.395892
Os01g0114200	51.000000	846.000000	1.094961	3.960021
Os01g0114300	280.000000	3392.000000	0.213688	27.785483
Os01g0114400	6.000000	1017.000000	0.989775	0.428736
Os01g0114402	8.000000	2024.000000	0.519878	0.546858
Os01g0114550	3.000000	2168.000000	0.473200	0.210336
Os01g0114600	49.000000	2088.000000	0.498595	3.385434
Os01g0114650	33.000000	1983.000000	0.533981	2.241620
Os01g0114700	11.000000	1963.000000	0.540996	0.745032
Os01g0114800	9.000000	1672.000000	0.653773	0.592210
Os01g0114900	1.000000	915.000000	1.051974	0.074726
Os01g0115100	2.000000	1402.000000	0.777962	0.131892
Os01g0115300	9.000000	1809.000000	0.598110	0.598301
Os01g0115200	1.000000	471.000000	1.310003	0.116574
Os01g0115500	0.000000	1020.000000	0.987977	0.000000
Os01g0115533	0.000000	2043.000000	0.513468	0.000000
Os01g0115566	0.000000	756.000000	1.151416	0.000000
Os01g0115600	28.000000	2004.000000	0.526711	1.908026
Os01g0115700	7.000000	1887.000000	0.568485	0.469357
Os01g0115725	10.000000	2122.000000	0.487641	0.695106
Os01g0115750	1.000000	2097.000000	0.495672	0.069200
Os01g0115752	0.000000	2131.000000	0.484782	0.000000
Os01g0115800	0.000000	2483.000000	0.385172	0.000000
Os01g0115950	0.000000	2007.000000	0.525681	0.000000
Os01g0116100	0.000000	601.000000	1.245285	0.000000
Os01g0115900	29.000000	3248.000000	0.234405	2.739758
Os01g0116000	0.000000	2078.000000	0.501863	0.000000
Os01g0116101	0.000000	2075.000000	0.502847	0.000000
Os01g0116200	5.000000	2282.000000	0.439224	0.358810
Os01g0116250	2.000000	1976.000000	0.536426	0.135716
Os01g0116300	15.000000	2032.000000	0.517170	1.026671
Os01g0116400	38.000000	2275.000000	0.441238	2.722862
Os01g0116650	37.000000	2159.000000	0.475992	2.589679
Os01g0116900	28.000000	1548.000000	0.708347	1.836698
Os01g0116600	168.000000	2245.000000	0.449975	11.961914
Os01g0116800	19.000000	1131.000000	0.922946	1.309216
Os01g0116901	48.000000	2026.000000	0.519200	3.282191
Os01g0117000	18.000000	2223.000000	0.456492	1.275839
Os01g0117025	23.000000	2027.000000	0.518861	1.572967
Os01g0117050	0.000000	639.000000	1.223173	0.000000
Os01g0117100	0.000000	1467.000000	0.746240	0.000000
Os01g0117200	0.000000	2341.000000	0.422610	0.000000
Os01g0117233	0.000000	1128.000000	0.924663	0.000000
Os01g0117266	0.000000	453.000000	1.316744	0.000000
Os01g0117300	0.000000	1309.000000	0.825411	0.000000
Os01g0117400	1.000000	624.000000	1.232006	0.093562
Os01g0117450	0.000000	2085.000000	0.499573	0.000000
Os01g0117500	0.000000	1886.000000	0.568856	0.000000
Os01g0117600	0.000000	2358.000000	0.417941	0.000000
Os01g0117650	0.000000	2075.000000	0.502847	0.000000
Os01g0117700	3.000000	1932.000000	0.552048	0.202318
Os01g0117900	36.000000	1503.000000	0.729176	2.362696
Os01g0118000	748.000000	1421.000000	0.768567	49.263142
Os01g0118033	88.000000	467.000000	1.311566	10.334085
Os01g0118066	73.000000	4110.000000	0.135663	9.417073
Os01g0118100	168.000000	2845.000000	0.304240	13.960679
Os01g0118300	1.000000	2931.000000	0.287717	0.085293
Os01g0118350	0.000000	1393.000000	0.782448	0.000000
Os01g0118400	2125.000000	2109.000000	0.491801	147.363406
Os01g0118600	9.000000	1683.000000	0.649127	0.592550
Os01g0118700	800.000000	2087.000000	0.498921	55.262758
Os01g0119000	186.000000	1791.000000	0.605155	12.343751
Os01g0119050	4.000000	302.000000	1.322449	0.720395
Os01g0119100	23.000000	1746.000000	0.623119	1.520579
Os01g0119500	180.000000	1861.000000	0.578199	12.032216
Os01g0119800	0.000000	1446.000000	0.756359	0.000000
Os01g0120300	68.000000	2570.000000	0.363909	5.229725
Os01g0120400	30.000000	1215.000000	0.875835	2.027772
Os01g0120500	62.000000	987.000000	1.007860	4.483019
Os01g0120600	43.000000	1375.000000	0.791487	2.841963
Os01g0120700	1745.000000	1869.000000	0.575193	116.753292
Os01g0120800	2097.000000	3540.000000	0.194386	219.192861
Os01g0121000	22.000000	831.000000	1.104364	1.724273
Os01g0121100	553.000000	1308.000000	0.825934	36.818687
Os01g0121200	7.000000	1401.000000	0.778459	0.461658
Os01g0121300	543.000000	2052.000000	0.510459	37.287091
Os01g0121400	306.000000	1963.000000	0.540996	20.725426
Os01g0121500	39.000000	632.000000	1.227311	3.616509
Os01g0121600	21.000000	754.000000	1.152667	1.737963
Os01g0121700	159.000000	2470.000000	0.388455	11.919441
Os01g0121800	197.000000	1808.000000	0.598499	13.094859
Os01g0121900	0.000000	891.000000	1.066864	0.000000
Os01g0121950	0.000000	1144.000000	0.915532	0.000000
Os01g0122000	0.000000	1541.000000	0.711550	0.000000
Os01g0122200	0.000000	1394.000000	0.781948	0.000000
Os01g0122367	1.000000	1009.000000	0.994579	0.071675
Os01g0122534	0.000000	876.000000	1.076207	0.000000
Os01g0122701	0.000000	306.000000	1.324216	0.000000
Os01g0123500	0.000000	935.000000	1.039630	0.000000
Os01g0123700	9.000000	909.000000	1.055689	0.674589
Os01g0123800	8.000000	1161.000000	0.905904	0.547107
Os01g0123900	157.000000	858.000000	1.087450	12.103178
Os01g0124000	239.000000	910.000000	1.055069	17.904903
Os01g0124100	1724.000000	930.000000	1.042710	127.875474
Os01g0124200	3556.000000	1059.000000	0.964789	250.339818
Os01g0124401	3.000000	1063.000000	0.962431	0.210919
Os01g0124550	0.000000	2571.000000	0.363672	0.000000
Os01g0124600	0.000000	573.000000	1.260917	0.000000
Os01g0124650	2003.000000	847.000000	1.094335	155.433170
Os01g0124700	2173.000000	800.000000	1.123822	173.847554
Os01g0124900	0.000000	825.000000	1.108128	0.000000
Os01g0125000	0.000000	1020.000000	0.987977	0.000000
Os01g0125500	0.000000	846.000000	1.094961	0.000000
Os01g0125550	26.000000	1380.000000	0.788967	1.717639
Os01g0125600	28.000000	1470.000000	0.744804	1.839481
Os01g0125700	52.000000	1258.000000	0.852463	3.487735
Os01g0125800	1042.000000	2240.000000	0.451448	74.115347
Os01g0125850	760.000000	1909.000000	0.560391	51.099091
Os01g0125900	2271.000000	3561.000000	0.191800	239.162928
Os01g0126000	267.000000	1131.000000	0.922946	18.397924
Os01g0126100	977.000000	2150.000000	0.478800	68.265089
Os01g0126200	209.000000	2214.000000	0.459186	14.786889
Os01g0126401	102.000000	3910.000000	0.153759	12.203389
Os01g0126600	123.000000	2278.000000	0.440374	8.819143
Os01g0126900	65.000000	1909.000000	0.560391	4.370317
Os01g0127000	5.000000	2019.000000	0.521578	0.341516
Os01g0127100	8.000000	1688.000000	0.647026	0.526856
Os01g0127200	0.000000	2288.000000	0.437505	0.000000
Os01g0127300	261.000000	1695.000000	0.644095	17.195600
Os01g0127400	3.000000	1383.000000	0.787458	0.198138
Os01g0127450	0.000000	573.000000	1.260917	0.000000
Os01g0127500	0.000000	1209.000000	0.879137	0.000000
Os01g0127600	0.000000	878.000000	1.074960	0.000000
Os01g0127700	289.000000	3253.000000	0.233651	27.349041
Os01g0127900	144.000000	1705.000000	0.639930	9.492972
Os01g0128000	10.000000	1577.000000	0.695216	0.656063
Os01g0128100	295.000000	3169.000000	0.246650	27.146555
Os01g0128200	660.000000	1290.000000	0.835404	44.050830
Os01g0128250	255.000000	1537.000000	0.713387	16.727749
Os01g0128300	96.000000	837.000000	1.100601	7.495701
Os01g0128400	3631.000000	2288.000000	0.437505	260.905793
Os01g0128700	45.000000	1025.000000	0.984985	3.205942
Os01g0128800	478.000000	3317.000000	0.224228	46.226317
Os01g0129200	0.000000	792.000000	1.128845	0.000000
Os01g0129500	341.000000	2268.000000	0.443261	24.397638
Os01g0129550	208.000000	1252.000000	0.855694	13.964879
Os01g0129600	95.000000	1020.000000	0.987977	6.780678
Os01g0129800	0.000000	523.000000	1.286870	0.000000
Os01g0130000	635.000000	1685.000000	0.648286	41.812265
Os01g0130100	305.000000	827.000000	1.106873	23.965858
Os01g0130200	11.000000	384.000000	1.333631	1.544977
Os01g0130400	4.000000	3485.000000	0.201336	0.410046
Os01g0130500	4.000000	1990.000000	0.531547	0.271996
Os01g0130900	520.000000	811.000000	1.116916	41.291305
Os01g0131250	0.000000	4441.000000	0.110579	0.000000
Os01g0131300	2117.000000	953.000000	1.028577	155.341587
Os01g0131600	2707.000000	1758.000000	0.618279	179.135252
Os01g0131450	2914.000000	1706.000000	0.639515	192.112856
Os01g0131800	77.000000	736.000000	1.163906	6.465339
Os01g0131900	2.000000	306.000000	1.324216	0.355015
Os01g0132000	2075.000000	564.000000	1.265794	209.060724
Os01g0132050	0.000000	4323.000000	0.118889	0.000000
Os01g0132100	0.000000	3297.000000	0.227129	0.000000
Os01g0132200	0.000000	914.000000	1.052593	0.000000
Os01g0132400	0.000000	1558.000000	0.703793	0.000000
Os01g0132500	994.000000	1208.000000	0.879688	67.280184
Os01g0132700	63.000000	783.000000	1.134494	5.101209
Os01g0132766	14.000000	1298.000000	0.831184	0.933367
Os01g0132800	120.000000	1156.000000	0.908728	8.216487
Os01g0133100	5.000000	2215.000000	0.458886	0.353825
Os01g0133200	0.000000	913.000000	1.053212	0.000000
Os01g0133400	651.000000	1980.000000	0.535028	44.201412
Os01g0133500	47.000000	2150.000000	0.478800	3.283991
Os01g0133600	1.000000	1339.000000	0.809839	0.066331
Os01g0133650	0.000000	648.000000	1.217816	0.000000
Os01g0133700	0.000000	666.000000	1.206993	0.000000
Os01g0133766	0.000000	73.000000	0.884008	0.000000
Os01g0133799	0.000000	672.000000	1.203356	0.000000
Os01g0133832	0.000000	670.000000	1.204569	0.000000
Os01g0133866	0.000000	586.000000	1.253741	0.000000
Os01g0133900	0.000000	636.000000	1.224949	0.000000
Os01g0134200	19.000000	2989.000000	0.277098	1.650026
Os01g0134500	55.000000	1252.000000	0.855694	3.692636
Os01g0134700	239.000000	1603.000000	0.683635	15.686871
Os01g0134800	0.000000	1415.000000	0.771523	0.000000
Os01g0134850	1.000000	1633.000000	0.670497	0.065692
Os01g0134900	0.000000	2003.000000	0.527055	0.000000
Os01g0135000	1.000000	1440.000000	0.759273	0.065786
Os01g0135600	3.000000	1951.000000	0.545248	0.202846
Os01g0135700	128.000000	889.000000	1.068108	9.695931
Os01g0135800	0.000000	808.000000	1.118799	0.000000
Os01g0135900	416.000000	840.000000	1.098721	32.420759
Os01g0136000	0.000000	673.000000	1.202748	0.000000
Os01g0136050	0.000000	543.000000	1.276843	0.000000
Os01g0136100	0.000000	815.000000	1.114404	0.000000
Os01g0136200	0.000000	752.000000	1.153918	0.000000
Os01g0136300	0.000000	734.000000	1.165153	0.000000
Os01g0136400	1568.000000	2390.000000	0.409294	115.294810
Os01g0136450	67.000000	693.000000	1.190528	5.841149
Os01g0136500	2.000000	744.000000	1.158916	0.166841
Os01g0136502	58.000000	840.000000	1.098721	4.520202
Os01g0136600	1.000000	712.000000	1.178814	0.085698
Os01g0136700	170.000000	4238.000000	0.125296	23.027509
Os01g0136800	379.000000	2362.000000	0.416850	27.686974
Os01g0136850	311.000000	1855.000000	0.580463	20.774881
Os01g0136900	20.000000	1575.000000	0.696114	1.312096
Os01g0137066	8.000000	533.000000	1.281922	0.842166
Os01g0137232	4.000000	1029.000000	0.982595	0.284555
Os01g0137400	29.000000	1934.000000	0.551329	1.956264
Os01g0137125	12.000000	1693.000000	0.644931	0.790510
Os01g0137150	1.000000	580.000000	1.257071	0.098653
Os01g0137200	54.000000	768.000000	1.143901	4.421204
Os01g0137250	6.000000	1152.000000	0.910991	0.411226
Os01g0137266	8.000000	586.000000	1.253741	0.783215
Os01g0137282	3.000000	783.000000	1.134494	0.242915
Os01g0137300	67.000000	3190.000000	0.243331	6.208438
Os01g0137500	13.000000	3458.000000	0.204843	1.320061
Os01g0137550	3.000000	707.000000	1.181905	0.258235
Os01g0137700	14.000000	2208.000000	0.460990	0.989314
Os01g0137750	8.000000	498.000000	1.298589	0.889785
Os01g0137800	0.000000	4939.000000	0.081930	0.000000
Os01g0137875	20.000000	1236.000000	0.864357	1.346526
Os01g0137950	17.000000	916.000000	1.051355	1.269698
Os01g0138000	2.000000	536.000000	1.280412	0.209610
Os01g0138100	0.000000	981.000000	1.011500	0.000000
Os01g0138232	2.000000	804.000000	1.121311	0.159568
Os01g0138300	84.000000	2247.000000	0.449388	5.983450
Os01g0138350	84.000000	1201.000000	0.883555	5.693763
Os01g0138400	548.000000	2290.000000	0.436933	39.393654
Os01g0138451	83.000000	586.000000	1.253741	8.125859
Os01g0138500	3.000000	1430.000000	0.764152	0.197470
Os01g0138600	6.000000	1656.000000	0.660586	0.394510
Os01g0138800	15.000000	1564.000000	0.701074	0.983982
Os01g0138900	541.000000	1704.000000	0.640345	35.662352
Os01g0139000	8.000000	642.000000	1.221392	0.733832
Os01g0139200	2855.000000	2609.000000	0.354769	221.861963
Os01g0139600	0.000000	1575.000000	0.696114	0.000000
Os01g0139700	8.000000	560.000000	1.267935	0.810403
Os01g0139900	0.000000	717.000000	1.175717	0.000000
Os01g0140100	0.000000	1832.000000	0.589222	0.000000
Os01g0140400	7.000000	3637.000000	0.182739	0.757567
Os01g0140500	207.000000	499.000000	1.298140	22.985009
Os01g0140700	463.000000	954.000000	1.027964	33.958699
Os01g0141000	7687.000000	1510.000000	0.725899	504.429093
Os01g0141100	4172.000000	1787.000000	0.606732	276.770402
Os01g0141150	1215.000000	1114.000000	0.932708	84.108907
Os01g0141300	0.000000	1437.000000	0.760734	0.000000
Os01g0141450	0.000000	1099.000000	0.941382	0.000000
Os01g0141600	201.000000	1631.000000	0.671366	13.203202
Os01g0141700	190.000000	2091.000000	0.497619	13.134075
Os01g0141900	75.000000	2556.000000	0.367249	5.746938
Os01g0142100	30.000000	2054.000000	0.509792	2.060744
Os01g0142200	40.000000	1024.000000	0.985583	2.850778
Os01g0142300	20.000000	1891.000000	0.567005	1.341677
Os01g0142400	0.000000	68.000000	0.887044	0.000000
Os01g0142500	421.000000	1794.000000	0.603975	27.947111
Os01g0142600	477.000000	2102.000000	0.494055	33.037463
Os01g0142800	6115.000000	3426.000000	0.209083	614.027414
Os01g0142875	3708.000000	1712.000000	0.637029	244.552951
Os01g0142950	0.000000	3883.000000	0.156393	0.000000
Os01g0143100	227.000000	1349.000000	0.804705	15.040902
Os01g0143300	61.000000	1075.000000	0.955379	4.272106
Os01g0143350	50.000000	808.000000	1.118799	3.978350
Os01g0143400	0.000000	2016.000000	0.522601	0.000000
Os01g0143700	0.000000	780.000000	1.136376	0.000000
Os01g0143750	0.000000	763.000000	1.147034	0.000000
Os01g0143800	803.000000	1102.000000	0.939643	55.778596
Os01g0143900	353.000000	616.000000	1.236664	33.330257
Os01g0144000	319.000000	1398.000000	0.779953	21.043192
Os01g0144100	0.000000	873.000000	1.078079	0.000000
Os01g0144200	7.000000	1056.000000	0.966560	0.493289
Os01g0144300	1.000000	1511.000000	0.725432	0.065620
Os01g0144340	72.000000	2300.000000	0.434087	5.187096
Os01g0144380	24.000000	4810.000000	0.088460	4.057115
Os01g0144500	0.000000	735.000000	1.164530	0.000000
Os01g0144600	170.000000	986.000000	1.008467	12.297221
Os01g0144700	38.000000	604.000000	1.243573	3.638914
Os01g0144800	18.000000	802.000000	1.122566	1.438078
Os01g0144900	10.000000	2183.000000	0.468584	0.703162
Os01g0145000	3.000000	336.000000	1.332847	0.481835
Os01g0145200	10.000000	1120.000000	0.929254	0.691105
Os01g0145600	3.000000	898.000000	1.062513	0.226156
Os01g0146101	2.000000	853.000000	1.090579	0.154640
Os01g0146200	1.000000	969.000000	1.018800	0.072859
Os01g0146600	0.000000	501.000000	1.297237	0.000000
Os01g0146801	1.000000	496.000000	1.299482	0.111595
Os01g0147001	0.000000	516.000000	1.290250	0.000000
Os01g0147200	1246.000000	3044.000000	0.267402	110.104588
Os01g0147250	14.000000	3193.000000	0.242861	1.298576
Os01g0147300	9.000000	1294.000000	0.833292	0.600354
Os01g0147400	0.000000	723.000000	1.171995	0.000000
Os01g0147600	0.000000	780.000000	1.136376	0.000000
Os01g0147650	1.000000	393.000000	1.332431	0.137360
Os01g0147700	83.000000	2554.000000	0.367728	6.356624
Os01g0147800	6.000000	1796.000000	0.603190	0.398371
Os01g0147850	1.000000	375.000000	1.334457	0.143734
Os01g0147900	37947.000000	1052.000000	0.968925	2677.737759
Os01g0147950	14066.000000	988.000000	1.007255	1016.648674
Os01g0148000	1076.000000	2524.000000	0.374999	81.769152
Os01g0148050	2005.000000	3219.000000	0.238825	187.590464
Os01g0148100	201.000000	2264.000000	0.444422	14.368806
Os01g0148200	0.000000	677.000000	1.200315	0.000000
Os01g0148400	142.000000	2281.000000	0.439511	10.188016
Os01g0148500	38.000000	1540.000000	0.712009	2.492721
Os01g0148700	213.000000	1478.000000	0.740988	13.989130
Os01g0149200	18.000000	3883.000000	0.156393	2.131980
Os01g0149350	12.000000	4464.000000	0.109034	1.773333
Os01g0149400	20.000000	270.000000	1.301718	4.093037
Os01g0149500	35.000000	4937.000000	0.082027	6.216506
Os01g0149600	313.000000	728.000000	1.168887	26.456771
Os01g0149700	18.000000	3403.000000	0.212187	1.793036
Os01g0149750	13.000000	3162.000000	0.247767	1.193534
Os01g0149800	401.000000	654.000000	1.214224	36.321543
Os01g0149900	301.000000	2793.000000	0.314702	24.631626
Os01g0150000	475.000000	3499.000000	0.199542	48.934020
Os01g0150100	113.000000	2020.000000	0.521238	7.719473
Os01g0150200	120.000000	1289.000000	0.835933	8.010385
Os01g0150400	0.000000	636.000000	1.224949	0.000000
Os01g0150500	0.000000	666.000000	1.206993	0.000000
Os01g0150700	13.000000	1520.000000	0.721242	0.852934
Os01g0150800	3.000000	1264.000000	0.849243	0.201020
Os01g0150900	0.000000	492.000000	1.301247	0.000000
Os01g0150950	2.000000	1548.000000	0.708347	0.131193
Os01g0151100	1506.000000	2505.000000	0.379679	113.893116
Os01g0151200	158.000000	2440.000000	0.396141	11.757476
Os01g0151400	32.000000	2393.000000	0.408492	2.354616
Os01g0151500	4.000000	1797.000000	0.602798	0.265605
Os01g0151600	77.000000	1639.000000	0.667898	5.059386
Os01g0151700	0.000000	1428.000000	0.765131	0.000000
Os01g0151750	0.000000	301.000000	1.321982	0.000000
Os01g0151900	22.000000	2360.000000	0.417396	1.606421
Os01g0152000	8.000000	4485.000000	0.107645	1.191875
Os01g0152050	10.000000	3056.000000	0.265333	0.887056
Os01g0152100	0.000000	1407.000000	0.775480	0.000000
Os01g0152200	0.000000	1248.000000	0.857853	0.000000
Os01g0152300	57.000000	671.000000	1.203963	5.074997
Os01g0152500	0.000000	2295.000000	0.435508	0.000000
Os01g0152600	48.000000	3153.000000	0.249210	4.393874
Os01g0152675	1.000000	484.000000	1.304686	0.113906
Os01g0152687	3.000000	812.000000	1.116288	0.238060
Os01g0152700	245.000000	280.000000	1.309582	48.058680
Os01g0152800	35.000000	3428.000000	0.208815	3.516918
Os01g0152850	27.000000	3106.000000	0.256892	2.433934
Os01g0152900	153.000000	710.000000	1.180051	13.134956
Os01g0152950	59.000000	1296.000000	0.832237	3.934561
Os01g0152951	5.000000	483.000000	1.305108	0.570523
Os01g0153000	24.000000	3129.000000	0.253102	2.179745
Os01g0153050	25.000000	3084.000000	0.260571	2.237668
Os01g0153100	241.000000	747.000000	1.157043	20.055966
Os01g0153150	15.000000	5442.000000	0.061219	3.238480
Os01g0153200	4.000000	345.000000	1.334062	0.625117
Os01g0153250	53.000000	3066.000000	0.263622	4.716479
Os01g0153275	49.000000	2686.000000	0.337403	3.888998
Os01g0153300	104.000000	712.000000	1.178814	8.912601
Os01g0153400	188.000000	1331.000000	0.813967	12.481581
Os01g0153500	0.000000	765.000000	1.145781	0.000000
Os01g0153550	0.000000	625.000000	1.231421	0.000000
Os01g0153600	0.000000	927.000000	1.044560	0.000000
Os01g0153625	0.000000	714.000000	1.177576	0.000000
Os01g0153700	7.000000	1788.000000	0.606337	0.464422
Os01g0153800	0.000000	1104.000000	0.938485	0.000000
Os01g0153900	0.000000	891.000000	1.066864	0.000000
Os01g0153950	0.000000	517.000000	1.289772	0.000000
Os01g0154000	0.000000	902.000000	1.060030	0.000000
Os01g0154100	0.000000	856.000000	1.088701	0.000000
Os01g0154200	0.000000	782.000000	1.135121	0.000000
