Gene	count	length	Bias	TPM_ModelBD
Os01g0113700	10.000000	2079.000000	0.535733	0.816770
Os01g0113750	11.000000	2091.000000	0.531965	0.899619
Os01g0113800	5.000000	2399.000000	0.443821	0.427203
Os01g0113900	18.000000	2192.000000	0.501276	1.490247
Os01g0113950	20.000000	1999.000000	0.561544	1.620825
Os01g0114000	0.000000	681.000000	1.181207	0.000000
Os01g0114050	0.000000	62.000000	0.985623	0.000000
Os01g0114100	483.000000	2239.000000	0.487606	40.246425
Os01g0114150	467.000000	2149.000000	0.514119	38.452075
Os01g0114200	120.000000	846.000000	1.086697	11.874231
Os01g0114300	655.000000	3392.000000	0.248758	70.617239
Os01g0114400	8.000000	1017.000000	0.990662	0.722348
Os01g0114402	10.000000	2024.000000	0.553349	0.812257
Os01g0114550	17.000000	2168.000000	0.508404	1.403084
Os01g0114600	74.000000	2088.000000	0.532905	6.049993
Os01g0114650	61.000000	1983.000000	0.566852	4.936739
Os01g0114700	24.000000	1963.000000	0.573557	1.939176
Os01g0114800	22.000000	1672.000000	0.680337	1.759402
Os01g0114900	1.000000	915.000000	1.047442	0.094919
Os01g0115100	19.000000	1402.000000	0.796110	1.548586
Os01g0115300	27.000000	1809.000000	0.627859	2.162549
Os01g0115200	5.000000	471.000000	1.288677	0.749390
Os01g0115500	0.000000	1020.000000	0.989020	0.000000
Os01g0115533	1.000000	2043.000000	0.547199	0.081375
Os01g0115566	0.000000	756.000000	1.138388	0.000000
Os01g0115600	669.000000	2004.000000	0.559896	54.240583
Os01g0115700	219.000000	1887.000000	0.599755	17.603595
Os01g0115725	263.000000	2122.000000	0.522351	21.584945
Os01g0115750	2.000000	2097.000000	0.530090	0.163676
Os01g0115752	0.000000	2131.000000	0.519593	0.000000
Os01g0115800	0.000000	2483.000000	0.422450	0.000000
Os01g0115950	0.000000	2007.000000	0.558909	0.000000
Os01g0116100	0.000000	601.000000	1.225468	0.000000
Os01g0115900	28.000000	3248.000000	0.270328	2.901040
Os01g0116000	1.000000	2078.000000	0.536049	0.081668
Os01g0116101	0.000000	2075.000000	0.536996	0.000000
Os01g0116200	10.000000	2282.000000	0.475427	0.838500
Os01g0116250	7.000000	1976.000000	0.569190	0.566183
Os01g0116300	9.000000	2032.000000	0.550751	0.731588
Os01g0116400	95.000000	2275.000000	0.477389	7.957434
Os01g0116650	80.000000	2159.000000	0.511103	6.595258
Os01g0116900	23.000000	1548.000000	0.731416	1.847972
Os01g0116600	242.000000	2245.000000	0.485888	20.182090
Os01g0116800	25.000000	1131.000000	0.929553	2.163247
Os01g0116901	35.000000	2026.000000	0.552698	2.843437
Os01g0117000	59.000000	2223.000000	0.492217	4.905227
Os01g0117025	56.000000	2027.000000	0.552373	4.549930
Os01g0117050	2.000000	639.000000	1.204723	0.236344
Os01g0117100	1.000000	1467.000000	0.766690	0.080882
Os01g0117200	0.000000	2341.000000	0.459215	0.000000
Os01g0117233	0.000000	1128.000000	0.931126	0.000000
Os01g0117266	0.000000	453.000000	1.295828	0.000000
Os01g0117300	0.000000	1309.000000	0.839950	0.000000
Os01g0117400	4.000000	624.000000	1.212985	0.480754
Os01g0117450	6.000000	2085.000000	0.533846	0.490380
Os01g0117500	0.000000	1886.000000	0.600107	0.000000
Os01g0117600	0.000000	2358.000000	0.454648	0.000000
Os01g0117650	0.000000	2075.000000	0.536996	0.000000
Os01g0117700	14.000000	1932.000000	0.584105	1.128583
Os01g0117900	42.000000	1503.000000	0.750823	3.385755
Os01g0118000	481.000000	1421.000000	0.787407	39.107022
Os01g0118033	58.000000	467.000000	1.290313	8.756266
Os01g0118066	229.000000	4110.000000	0.165336	30.657024
Os01g0118100	624.000000	2845.000000	0.341722	58.389194
Os01g0118300	0.000000	2931.000000	0.324994	0.000000
Os01g0118350	0.000000	1393.000000	0.800263	0.000000
Os01g0118400	62.000000	2109.000000	0.526361	5.080824
Os01g0118600	1.000000	1683.000000	0.675973	0.079963
Os01g0118700	93.000000	2087.000000	0.533218	7.602539
Os01g0119000	2.000000	1791.000000	0.634525	0.160099
Os01g0119050	0.000000	302.000000	1.318701	0.000000
Os01g0119100	7.000000	1746.000000	0.651489	0.559822
Os01g0119500	114.000000	1861.000000	0.608984	9.150728
Os01g0119800	0.000000	1446.000000	0.776086	0.000000
Os01g0120300	1473.000000	2570.000000	0.401418	129.889868
Os01g0120400	151.000000	1215.000000	0.886349	12.755537
Os01g0120500	1163.000000	987.000000	1.007177	106.428991
Os01g0120600	84.000000	1375.000000	0.808626	6.872772
Os01g0120700	667.000000	1869.000000	0.606130	53.561665
Os01g0120800	1857.000000	3540.000000	0.228468	208.874591
Os01g0121000	11.000000	831.000000	1.095291	1.099424
Os01g0121100	389.000000	1308.000000	0.840433	32.191541
Os01g0121200	7.000000	1401.000000	0.796571	0.570609
Os01g0121300	411.000000	2052.000000	0.544310	33.475032
Os01g0121400	243.000000	1963.000000	0.573557	19.634156
Os01g0121500	37.000000	632.000000	1.208589	4.406654
Os01g0121600	187.000000	754.000000	1.139537	19.799072
Os01g0121700	938.000000	2470.000000	0.425688	81.155393
Os01g0121800	105.000000	1808.000000	0.628228	8.409628
Os01g0121900	0.000000	891.000000	1.061034	0.000000
Os01g0121950	0.000000	1144.000000	0.922762	0.000000
Os01g0122000	24.000000	1541.000000	0.734404	1.929197
Os01g0122200	0.000000	1394.000000	0.799801	0.000000
Os01g0122367	0.000000	1009.000000	0.995050	0.000000
Os01g0122534	0.000000	876.000000	1.069565	0.000000
Os01g0122701	0.000000	306.000000	1.319499	0.000000
Os01g0123500	0.000000	935.000000	1.036175	0.000000
Os01g0123700	260.000000	909.000000	1.050833	24.761611
Os01g0123800	120.000000	1161.000000	0.913939	10.288096
Os01g0123900	6917.000000	858.000000	1.079834	679.166814
Os01g0124000	3512.000000	910.000000	1.050267	334.284568
Os01g0124100	162.000000	930.000000	1.038986	15.251947
Os01g0124200	1853.000000	1059.000000	0.967834	164.468066
Os01g0124401	0.000000	1063.000000	0.965679	0.000000
Os01g0124550	0.000000	2571.000000	0.401183	0.000000
Os01g0124600	0.000000	573.000000	1.240292	0.000000
Os01g0124650	808.000000	847.000000	1.086125	79.900841
Os01g0124700	940.000000	800.000000	1.113093	96.030571
Os01g0124900	0.000000	825.000000	1.098733	0.000000
Os01g0125000	0.000000	1020.000000	0.989020	0.000000
Os01g0125500	0.000000	846.000000	1.086697	0.000000
Os01g0125550	51.000000	1380.000000	0.806295	4.169654
Os01g0125600	23.000000	1470.000000	0.765356	1.859731
Os01g0125700	30.000000	1258.000000	0.864865	2.508390
Os01g0125800	313.000000	2240.000000	0.487319	26.084713
Os01g0125850	246.000000	1909.000000	0.592053	19.800295
Os01g0125900	524.000000	3561.000000	0.225734	59.301403
Os01g0126000	3.000000	1131.000000	0.929553	0.259590
Os01g0126100	3.000000	2150.000000	0.513817	0.247046
Os01g0126200	285.000000	2214.000000	0.494830	23.665429
Os01g0126401	134.000000	3910.000000	0.185047	16.847981
Os01g0126600	140.000000	2278.000000	0.476547	11.731984
Os01g0126900	0.000000	1909.000000	0.592053	0.000000
Os01g0127000	5.000000	2019.000000	0.554978	0.405939
Os01g0127100	3.000000	1688.000000	0.673998	0.239880
Os01g0127200	0.000000	2288.000000	0.473753	0.000000
Os01g0127300	550.000000	1695.000000	0.671242	43.976088
Os01g0127400	134.000000	1383.000000	0.804900	10.950752
Os01g0127450	0.000000	573.000000	1.240292	0.000000
Os01g0127500	0.000000	1209.000000	0.889382	0.000000
Os01g0127600	16.000000	878.000000	1.068426	1.551615
Os01g0127700	298.000000	3253.000000	0.269547	30.917218
Os01g0127900	31.000000	1705.000000	0.667324	2.478582
Os01g0128000	1.000000	1577.000000	0.719157	0.080214
Os01g0128100	395.000000	3169.000000	0.282986	40.069370
Os01g0128200	434.000000	1290.000000	0.849160	36.042369
Os01g0128250	157.000000	1537.000000	0.736117	12.623569
Os01g0128300	109.000000	837.000000	1.091852	10.850268
Os01g0128400	1093.000000	2288.000000	0.473753	91.730894
Os01g0128700	81.000000	1025.000000	0.986287	7.288879
Os01g0128800	1785.000000	3317.000000	0.259757	188.463700
Os01g0129200	0.000000	792.000000	1.117692	0.000000
Os01g0129500	110.000000	2268.000000	0.479358	9.204333
Os01g0129550	48.000000	1252.000000	0.867837	4.018849
Os01g0129600	0.000000	1020.000000	0.989020	0.000000
Os01g0129800	0.000000	523.000000	1.265370	0.000000
Os01g0130000	535.000000	1685.000000	0.675182	42.779506
Os01g0130100	222.000000	827.000000	1.097586	22.249084
Os01g0130200	97.000000	384.000000	1.316723	17.452155
Os01g0130400	85.000000	3485.000000	0.235797	9.409826
Os01g0130500	48.000000	1990.000000	0.564524	3.886948
Os01g0130900	325.000000	811.000000	1.106771	32.938786
Os01g0131250	0.000000	4441.000000	0.137537	0.000000
Os01g0131300	863.000000	953.000000	1.026087	80.285447
Os01g0131600	4088.000000	1758.000000	0.646923	326.996228
Os01g0131450	4304.000000	1706.000000	0.666934	344.122842
Os01g0131800	82.000000	736.000000	1.149866	8.814380
Os01g0131900	8.000000	306.000000	1.319499	1.802447
Os01g0132000	4193.000000	564.000000	1.244953	543.245289
Os01g0132050	1.000000	4323.000000	0.146814	0.143335
Os01g0132100	1.000000	3297.000000	0.262776	0.105002
Os01g0132200	0.000000	914.000000	1.048007	0.000000
Os01g0132400	0.000000	1558.000000	0.727167	0.000000
Os01g0132500	95.000000	1208.000000	0.889888	8.039415
Os01g0132700	40.000000	783.000000	1.122867	4.138784
Os01g0132766	63.000000	1298.000000	0.845272	5.223630
Os01g0132800	539.000000	1156.000000	0.916527	46.279501
Os01g0133100	1.000000	2215.000000	0.494539	0.083048
Os01g0133200	1.000000	913.000000	1.048572	0.095024
Os01g0133400	469.000000	1980.000000	0.567853	37.946753
Os01g0133500	175.000000	2150.000000	0.513817	14.411010
Os01g0133600	9.000000	1339.000000	0.825583	0.740635
Os01g0133650	3.000000	648.000000	1.199727	0.351048
Os01g0133700	0.000000	666.000000	1.189661	0.000000
Os01g0133766	0.000000	73.000000	0.978956	0.000000
Os01g0133799	0.000000	672.000000	1.186286	0.000000
Os01g0133832	0.000000	670.000000	1.187412	0.000000
Os01g0133866	0.000000	586.000000	1.233467	0.000000
Os01g0133900	0.000000	636.000000	1.206382	0.000000
Os01g0134200	2.000000	2989.000000	0.314193	0.193736
Os01g0134500	216.000000	1252.000000	0.867837	18.084822
Os01g0134700	340.000000	1603.000000	0.708330	27.240355
Os01g0134800	0.000000	1415.000000	0.790146	0.000000
Os01g0134850	0.000000	1633.000000	0.696028	0.000000
Os01g0134900	2.000000	2003.000000	0.560225	0.162140
Os01g0135000	0.000000	1440.000000	0.778789	0.000000
Os01g0135600	37.000000	1951.000000	0.577618	2.986806
Os01g0135700	3041.000000	889.000000	1.062170	292.970328
Os01g0135800	3.000000	808.000000	1.108495	0.304705
Os01g0135900	379.000000	840.000000	1.090133	37.651614
Os01g0136000	0.000000	673.000000	1.185723	0.000000
Os01g0136050	3.000000	543.000000	1.255592	0.400291
Os01g0136100	0.000000	815.000000	1.104474	0.000000
Os01g0136200	0.000000	752.000000	1.140686	0.000000
Os01g0136300	6.000000	734.000000	1.151012	0.646068
Os01g0136400	1420.000000	2390.000000	0.446175	121.140080
Os01g0136450	28.000000	693.000000	1.174410	3.129740
Os01g0136500	2.000000	744.000000	1.145278	0.213525
Os01g0136502	4.000000	840.000000	1.090133	0.397379
Os01g0136600	3.000000	712.000000	1.163595	0.329414
Os01g0136700	19.000000	4238.000000	0.153920	2.649731
Os01g0136800	132.000000	2362.000000	0.453580	11.208392
Os01g0136850	153.000000	1855.000000	0.611133	12.277631
Os01g0136900	16.000000	1575.000000	0.719996	1.283548
Os01g0137066	5.000000	533.000000	1.260528	0.677007
Os01g0137232	3.000000	1029.000000	0.984104	0.269506
Os01g0137400	17.000000	1934.000000	0.583418	1.370615
Os01g0137125	27.000000	1693.000000	0.672029	2.158848
Os01g0137150	1.000000	580.000000	1.236630	0.126834
Os01g0137200	16.000000	768.000000	1.131492	1.674983
Os01g0137250	16.000000	1152.000000	0.918602	1.375445
Os01g0137266	2.000000	586.000000	1.233467	0.251714
Os01g0137282	0.000000	783.000000	1.122867	0.000000
Os01g0137300	25.000000	3190.000000	0.279562	2.550199
Os01g0137500	34.000000	3458.000000	0.239485	3.734902
Os01g0137550	1.000000	707.000000	1.166446	0.110311
Os01g0137700	11.000000	2208.000000	0.496580	0.912657
Os01g0137750	5.000000	498.000000	1.277007	0.715238
Os01g0137800	0.000000	4939.000000	0.104929	0.000000
Os01g0137875	12.000000	1236.000000	0.875803	1.008462
Os01g0137950	11.000000	916.000000	1.046877	1.043529
Os01g0138000	0.000000	536.000000	1.259056	0.000000
Os01g0138100	4.000000	981.000000	1.010499	0.367078
Os01g0138232	1.000000	804.000000	1.110794	0.101862
Os01g0138300	36.000000	2247.000000	0.485316	3.003153
Os01g0138350	41.000000	1201.000000	0.893438	3.475999
Os01g0138400	4.000000	2290.000000	0.473196	0.335805
Os01g0138451	0.000000	586.000000	1.233467	0.000000
Os01g0138500	31.000000	1430.000000	0.783314	2.517634
Os01g0138600	16.000000	1656.000000	0.686734	1.279895
Os01g0138800	61.000000	1564.000000	0.724629	4.896443
Os01g0138900	2805.000000	1704.000000	0.667715	224.271971
Os01g0139000	12.000000	642.000000	1.203061	1.413389
Os01g0139200	1105.000000	2609.000000	0.392340	98.203776
Os01g0139600	0.000000	1575.000000	0.719996	0.000000
Os01g0139700	14.000000	560.000000	1.247005	1.823789
Os01g0139900	1.000000	717.000000	1.160740	0.109307
Os01g0140100	3.000000	1832.000000	0.619441	0.240491
Os01g0140400	5.000000	3637.000000	0.216126	0.578660
Os01g0140500	172.000000	499.000000	1.276555	24.563561
Os01g0140700	16.000000	954.000000	1.025528	1.487741
Os01g0141000	148.000000	1510.000000	0.747774	11.923882
Os01g0141100	1746.000000	1787.000000	0.636015	139.751134
Os01g0141150	516.000000	1114.000000	0.938491	44.899090
Os01g0141300	0.000000	1437.000000	0.780144	0.000000
Os01g0141450	0.000000	1099.000000	0.946429	0.000000
Os01g0141600	299.000000	1631.000000	0.696842	23.932390
Os01g0141700	234.000000	2091.000000	0.531965	19.137356
Os01g0141900	103.000000	2556.000000	0.404729	9.057631
Os01g0142100	1664.000000	2054.000000	0.543670	135.556495
Os01g0142200	65.000000	1024.000000	0.986833	5.851572
Os01g0142300	89.000000	1891.000000	0.598347	7.155634
Os01g0142400	0.000000	68.000000	0.981980	0.000000
Os01g0142500	189.000000	1794.000000	0.633409	15.130672
Os01g0142600	32.000000	2102.000000	0.528533	2.620281
Os01g0142800	956.000000	3426.000000	0.243935	104.063894
Os01g0142875	548.000000	1712.000000	0.664595	43.815002
Os01g0142950	0.000000	3883.000000	0.187897	0.000000
Os01g0143100	145.000000	1349.000000	0.820842	11.912406
Os01g0143300	59.000000	1075.000000	0.959232	5.205028
Os01g0143350	36.000000	808.000000	1.108495	3.656456
Os01g0143400	0.000000	2016.000000	0.555958	0.000000
Os01g0143700	0.000000	780.000000	1.124592	0.000000
Os01g0143750	0.000000	763.000000	1.134366	0.000000
Os01g0143800	1078.000000	1102.000000	0.944838	94.185269
Os01g0143900	13.000000	616.000000	1.217354	1.577062
Os01g0144000	221.000000	1398.000000	0.797954	18.022311
Os01g0144100	208.000000	873.000000	1.071274	20.232587
Os01g0144200	1.000000	1056.000000	0.969453	0.088861
Os01g0144300	1.000000	1511.000000	0.747339	0.080560
Os01g0144340	182.000000	2300.000000	0.470421	15.302419
Os01g0144380	52.000000	4810.000000	0.112458	8.745230
Os01g0144500	0.000000	735.000000	1.150439	0.000000
Os01g0144600	127.000000	986.000000	1.007730	11.627482
Os01g0144700	29.000000	604.000000	1.223854	3.568900
Os01g0144800	0.000000	802.000000	1.111943	0.000000
Os01g0144900	2.000000	2183.000000	0.503937	0.165388
Os01g0145000	0.000000	336.000000	1.322102	0.000000
Os01g0145200	3.000000	1120.000000	0.935329	0.260520
Os01g0145600	1.000000	898.000000	1.057062	0.095835
Os01g0146101	0.000000	853.000000	1.082692	0.000000
Os01g0146200	2.000000	969.000000	1.017163	0.184594
Os01g0146600	0.000000	501.000000	1.275649	0.000000
Os01g0146801	0.000000	496.000000	1.277905	0.000000
Os01g0147001	0.000000	516.000000	1.268699	0.000000
Os01g0147200	793.000000	3044.000000	0.304294	77.882104
Os01g0147250	17.000000	3193.000000	0.279076	1.735521
Os01g0147300	13.000000	1294.000000	0.847214	1.078745
Os01g0147400	1.000000	723.000000	1.157310	0.108721
Os01g0147600	2.000000	780.000000	1.124592	0.207416
Os01g0147650	4.000000	393.000000	1.314729	0.704262
Os01g0147700	220.000000	2554.000000	0.405205	19.338838
Os01g0147800	11.000000	1796.000000	0.632666	0.880673
Os01g0147850	5.000000	375.000000	1.318443	0.919984
Os01g0147900	8220.000000	1052.000000	0.971614	731.585766
Os01g0147950	3039.000000	988.000000	1.006624	277.977546
Os01g0148000	1085.000000	2524.000000	0.412402	94.824889
Os01g0148050	2053.000000	3219.000000	0.274905	211.051805
Os01g0148100	163.000000	2264.000000	0.480488	13.631137
Os01g0148200	0.000000	677.000000	1.183467	0.000000
Os01g0148400	153.000000	2281.000000	0.475707	12.827133
Os01g0148500	0.000000	1540.000000	0.734832	0.000000
Os01g0148700	175.000000	1478.000000	0.761809	14.139054
Os01g0149200	41.000000	3883.000000	0.187897	5.112112
Os01g0149350	0.000000	4464.000000	0.135805	0.000000
Os01g0149400	11.000000	270.000000	1.307470	2.834655
Os01g0149500	5.000000	4937.000000	0.105042	0.877098
Os01g0149600	58.000000	728.000000	1.154449	6.278052
Os01g0149700	22.000000	3403.000000	0.247187	2.379241
Os01g0149750	30.000000	3162.000000	0.284137	3.037624
Os01g0149800	739.000000	654.000000	1.196382	85.921083
Os01g0149900	678.000000	2793.000000	0.352266	62.688994
Os01g0150000	849.000000	3499.000000	0.233908	94.367348
Os01g0150100	102.000000	2020.000000	0.554652	8.281924
Os01g0150200	142.000000	1289.000000	0.849647	11.795047
Os01g0150400	1.000000	636.000000	1.206382	0.118566
Os01g0150500	0.000000	666.000000	1.189661	0.000000
Os01g0150700	40.000000	1520.000000	0.743436	3.220146
Os01g0150800	1.000000	1264.000000	0.861902	0.083502
Os01g0150900	0.000000	492.000000	1.279688	0.000000
Os01g0150950	1.000000	1548.000000	0.731416	0.080347
Os01g0151100	711.000000	2505.000000	0.417028	61.915529
Os01g0151200	5599.000000	2440.000000	0.433256	481.813085
Os01g0151400	161.000000	2393.000000	0.445389	13.741887
Os01g0151500	23.000000	1797.000000	0.632295	1.841463
Os01g0151600	305.000000	1639.000000	0.693592	24.407310
Os01g0151700	106.000000	1428.000000	0.784222	8.610763
Os01g0151750	12.000000	301.000000	1.318482	2.750702
Os01g0151900	9.000000	2360.000000	0.454113	0.763957
Os01g0152000	0.000000	4485.000000	0.134244	0.000000
Os01g0152050	1.000000	3056.000000	0.302178	0.098511
Os01g0152100	0.000000	1407.000000	0.793812	0.000000
Os01g0152200	0.000000	1248.000000	0.869823	0.000000
Os01g0152300	12.000000	671.000000	1.186849	1.370775
Os01g0152500	0.000000	2295.000000	0.471806	0.000000
Os01g0152600	55.000000	3153.000000	0.285625	5.555795
Os01g0152675	3.000000	484.000000	1.283187	0.439429
Os01g0152687	6.000000	812.000000	1.106197	0.607667
Os01g0152700	76.000000	280.000000	1.311996	18.820273
Os01g0152800	49.000000	3428.000000	0.243654	5.336847
Os01g0152850	65.000000	3106.000000	0.293524	6.485916
Os01g0152900	70.000000	710.000000	1.164736	7.700438
Os01g0152950	29.000000	1296.000000	0.846243	2.405476
Os01g0152951	6.000000	483.000000	1.283618	0.880382
Os01g0153000	65.000000	3129.000000	0.289630	6.524796
Os01g0153050	46.000000	3084.000000	0.297300	4.564069
Os01g0153100	82.000000	747.000000	1.143556	8.732502
Os01g0153150	18.000000	5442.000000	0.080576	3.734296
Os01g0153200	2.000000	345.000000	1.321875	0.398955
Os01g0153250	34.000000	3066.000000	0.300426	3.357932
Os01g0153275	33.000000	2686.000000	0.375029	2.980204
Os01g0153300	165.000000	712.000000	1.163595	18.117794
Os01g0153400	310.000000	1331.000000	0.829394	25.546180
Os01g0153500	0.000000	765.000000	1.133217	0.000000
Os01g0153550	0.000000	625.000000	1.212437	0.000000
Os01g0153600	0.000000	927.000000	1.040675	0.000000
Os01g0153625	0.000000	714.000000	1.162453	0.000000
Os01g0153700	13.000000	1788.000000	0.635642	1.040558
Os01g0153800	1.000000	1104.000000	0.943778	0.087310
Os01g0153900	0.000000	891.000000	1.061034	0.000000
Os01g0153950	0.000000	517.000000	1.268227	0.000000
Os01g0154000	0.000000	902.000000	1.054795	0.000000
Os01g0154100	0.000000	856.000000	1.080977	0.000000
Os01g0154200	0.000000	782.000000	1.123442	0.000000
