Gene	count	length	Bias	TPM_ModelBD
Os01g0124401	2.000000	1063.000000	0.962692	0.246455
Os01g0124550	0.000000	2571.000000	0.381646	0.000000
Os01g0124600	0.000000	573.000000	1.281681	0.000000
Os01g0124650	508.000000	847.000000	1.095671	69.028453
Os01g0124700	522.000000	800.000000	1.126430	73.047320
Os01g0124900	0.000000	825.000000	1.109993	0.000000
Os01g0125000	0.000000	1020.000000	0.988022	0.000000
Os01g0125500	0.000000	846.000000	1.096319	0.000000
Os01g0125550	36.000000	1380.000000	0.793487	4.145831
Os01g0125600	20.000000	1470.000000	0.750847	2.285016
Os01g0125700	29.000000	1258.000000	0.855014	3.399947
Os01g0125800	220.000000	2240.000000	0.467507	26.491991
Os01g0125850	157.000000	1909.000000	0.573086	18.096811
Os01g0125900	463.000000	3561.000000	0.209681	78.194725
Os01g0126000	8.000000	1131.000000	0.923810	0.965546
Os01g0126100	19.000000	2150.000000	0.494096	2.255444
Os01g0126200	224.000000	2214.000000	0.475035	26.857927
Os01g0126401	93.000000	3910.000000	0.170478	17.594047
Os01g0126600	113.000000	2278.000000	0.456722	13.696233
Os01g0126900	0.000000	1909.000000	0.573086	0.000000
Os01g0127000	0.000000	2019.000000	0.535563	0.000000
Os01g0127100	0.000000	1688.000000	0.656629	0.000000
Os01g0127200	0.000000	2288.000000	0.453926	0.000000
Os01g0127300	399.000000	1695.000000	0.653805	45.402806
Os01g0127400	81.000000	1383.000000	0.792029	9.325022
Os01g0127450	2.000000	573.000000	1.281681	0.343418
Os01g0127500	0.000000	1209.000000	0.880973	0.000000
Os01g0127600	12.000000	878.000000	1.075723	1.602191
Os01g0127700	167.000000	3253.000000	0.252214	25.667912
Os01g0127900	28.000000	1705.000000	0.649793	3.187035
Os01g0128000	5.000000	1577.000000	0.703050	0.568696
Os01g0128100	159.000000	3169.000000	0.265320	23.846922
Os01g0128200	295.000000	1290.000000	0.838451	34.393999
Os01g0128250	99.000000	1537.000000	0.720559	11.272494
Os01g0128300	68.000000	837.000000	1.102164	9.295336
Os01g0128400	634.000000	2288.000000	0.453926	76.979739
Os01g0128700	62.000000	1025.000000	0.985047	7.743526
Os01g0128800	801.000000	3317.000000	0.242684	125.479637
Os01g0129200	0.000000	792.000000	1.131725	0.000000
Os01g0129500	86.000000	2268.000000	0.459535	10.405543
Os01g0129550	50.000000	1252.000000	0.858154	5.868520
Os01g0129600	0.000000	1020.000000	0.988022	0.000000
Os01g0129800	0.000000	523.000000	1.316410	0.000000
Os01g0130000	380.000000	1685.000000	0.657843	43.230432
Os01g0130100	183.000000	827.000000	1.108686	25.168951
Os01g0130200	53.000000	384.000000	1.408151	12.360142
Os01g0130400	159.000000	3485.000000	0.219422	26.220541
Os01g0130500	61.000000	1990.000000	0.545208	7.089936
Os01g0130900	25.000000	811.000000	1.119177	3.473348
Os01g0131250	0.000000	4441.000000	0.125132	0.000000
Os01g0131300	524.000000	953.000000	1.028635	67.406996
Os01g0131600	2845.000000	1758.000000	0.628930	324.480871
Os01g0131450	2930.000000	1706.000000	0.649393	333.510271
Os01g0131800	53.000000	736.000000	1.169238	7.766459
Os01g0131900	3.000000	306.000000	1.449833	0.852726
Os01g0132000	2051.000000	564.000000	1.287948	356.054202
Os01g0132050	2.000000	4323.000000	0.133945	0.435560
Os01g0132100	0.000000	3297.000000	0.245621	0.000000
Os01g0132200	0.000000	914.000000	1.052910	0.000000
Os01g0132400	0.000000	1558.000000	0.711314	0.000000
Os01g0132500	43.000000	1208.000000	0.881511	5.092158
Os01g0132700	33.000000	783.000000	1.137702	4.671451
Os01g0132766	48.000000	1298.000000	0.834358	5.589104
Os01g0132800	419.000000	1156.000000	0.909876	50.234476
Os01g0133100	2.000000	2215.000000	0.474743	0.239842
Os01g0133200	0.000000	913.000000	1.053538	0.000000
Os01g0133400	301.000000	1980.000000	0.548575	34.945683
Os01g0133500	147.000000	2150.000000	0.494096	17.450011
Os01g0133600	4.000000	1339.000000	0.813677	0.462973
Os01g0133650	2.000000	648.000000	1.229529	0.316551
Os01g0133700	0.000000	666.000000	1.217089	0.000000
Os01g0133766	0.000000	73.000000	1.146938	0.000000
Os01g0133799	0.000000	672.000000	1.212953	0.000000
Os01g0133832	0.000000	670.000000	1.214331	0.000000
Os01g0133866	0.000000	586.000000	1.272625	0.000000
Os01g0133900	0.000000	636.000000	1.237845	0.000000
Os01g0134200	7.000000	2989.000000	0.295853	0.998215
Os01g0134500	115.000000	1252.000000	0.858154	13.497596
Os01g0134700	814.000000	1603.000000	0.691894	92.550608
Os01g0134800	0.000000	1415.000000	0.776633	0.000000
Os01g0134850	0.000000	1633.000000	0.679239	0.000000
Os01g0134900	0.000000	2003.000000	0.540863	0.000000
Os01g0135000	0.000000	1440.000000	0.764808	0.000000
Os01g0135600	33.000000	1951.000000	0.558456	3.819403
Os01g0135700	2026.000000	889.000000	1.068711	268.908916
Os01g0135800	0.000000	808.000000	1.121152	0.000000
Os01g0135900	166.000000	840.000000	1.100213	22.650608
Os01g0136000	0.000000	673.000000	1.212264	0.000000
Os01g0136050	1.000000	543.000000	1.302551	0.178293
Os01g0136100	0.000000	815.000000	1.116548	0.000000
Os01g0136200	0.000000	752.000000	1.158443	0.000000
Os01g0136300	26.000000	734.000000	1.170592	3.815925
Os01g0136400	704.000000	2390.000000	0.426385	87.116562
Os01g0136450	18.000000	693.000000	1.198523	2.732881
Os01g0136500	1.000000	744.000000	1.163833	0.145635
Os01g0136502	4.000000	840.000000	1.100213	0.545798
Os01g0136600	0.000000	712.000000	1.185537	0.000000
Os01g0136700	7.000000	4238.000000	0.140709	1.480277
Os01g0136800	62.000000	2362.000000	0.433771	7.630962
Os01g0136850	66.000000	1855.000000	0.592462	7.572988
Os01g0136900	15.000000	1575.000000	0.703915	1.706154
Os01g0137066	7.000000	533.000000	1.309489	1.264728
Os01g0137232	5.000000	1029.000000	0.982673	0.623553
Os01g0137400	19.000000	1934.000000	0.564332	2.195283
Os01g0137125	9.000000	1693.000000	0.654611	1.024072
Os01g0137150	0.000000	580.000000	1.276805	0.000000
Os01g0137200	9.000000	768.000000	1.147708	1.287590
Os01g0137250	11.000000	1152.000000	0.912093	1.320168
Os01g0137266	0.000000	586.000000	1.272625	0.000000
Os01g0137282	0.000000	783.000000	1.137702	0.000000
Os01g0137300	26.000000	3190.000000	0.261979	3.923241
Os01g0137500	22.000000	3458.000000	0.222997	3.597719
Os01g0137550	1.000000	707.000000	1.188947	0.150019
Os01g0137700	1.000000	2208.000000	0.476790	0.119785
Os01g0137750	0.000000	498.000000	1.333622	0.000000
Os01g0137800	2.000000	4939.000000	0.094351	0.541219
Os01g0137875	6.000000	1236.000000	0.866579	0.706403
Os01g0137950	2.000000	916.000000	1.051654	0.261812
Os01g0138000	0.000000	536.000000	1.307409	0.000000
Os01g0138100	3.000000	981.000000	1.011494	0.381256
Os01g0138232	0.000000	804.000000	1.123789	0.000000
Os01g0138300	17.000000	2247.000000	0.465501	2.049526
Os01g0138350	11.000000	1201.000000	0.885281	1.304658
Os01g0138400	4.000000	2290.000000	0.453369	0.485849
Os01g0138451	0.000000	586.000000	1.272625	0.000000
Os01g0138500	61.000000	1430.000000	0.769517	6.990426
Os01g0138600	15.000000	1656.000000	0.669691	1.705627
Os01g0138800	12.000000	1564.000000	0.708694	1.365255
Os01g0138900	1959.000000	1704.000000	0.650193	222.972193
Os01g0139000	4.000000	642.000000	1.233685	0.636867
Os01g0139200	924.000000	2609.000000	0.372882	119.771917
Os01g0139600	0.000000	1575.000000	0.703915	0.000000
Os01g0139700	24.000000	560.000000	1.290732	4.187116
Os01g0139900	4.000000	717.000000	1.182131	0.595118
Os01g0140100	1.000000	1832.000000	0.600913	0.114549
Os01g0140400	4.000000	3637.000000	0.200396	0.692080
Os01g0140500	146.000000	499.000000	1.332937	27.680300
Os01g0140700	0.000000	954.000000	1.028019	0.000000
Os01g0141000	15.000000	1510.000000	0.732618	1.709876
Os01g0141100	818.000000	1787.000000	0.617798	93.435086
Os01g0141150	235.000000	1114.000000	0.933395	28.500007
Os01g0141300	0.000000	1437.000000	0.766217	0.000000
Os01g0141450	0.000000	1099.000000	0.941928	0.000000
Os01g0141600	447.000000	1631.000000	0.680075	50.818817
Os01g0141700	195.000000	2091.000000	0.512354	22.952948
Os01g0141900	131.000000	2556.000000	0.385163	16.780056
Os01g0142100	1356.000000	2054.000000	0.524151	158.829385
Os01g0142200	76.000000	1024.000000	0.985642	9.495604
Os01g0142300	77.000000	1891.000000	0.579473	8.861230
Os01g0142400	0.000000	68.000000	1.150589	0.000000
Os01g0142500	126.000000	1794.000000	0.615141	14.397975
Os01g0142600	13.000000	2102.000000	0.508899	1.532524
Os01g0142800	515.000000	3426.000000	0.227313	83.391977
Os01g0142875	294.000000	1712.000000	0.646998	33.470985
Os01g0142950	0.000000	3883.000000	0.173213	0.000000
Os01g0143100	68.000000	1349.000000	0.808708	7.860195
Os01g0143300	51.000000	1075.000000	0.955725	6.259743
Os01g0143350	28.000000	808.000000	1.121152	3.897716
Os01g0143400	0.000000	2016.000000	0.536553	0.000000
Os01g0143700	0.000000	780.000000	1.139698	0.000000
Os01g0143750	0.000000	763.000000	1.151056	0.000000
Os01g0143800	950.000000	1102.000000	0.940216	115.622524
Os01g0143900	11.000000	616.000000	1.251738	1.798980
Os01g0144000	135.000000	1398.000000	0.784776	15.517041
Os01g0144100	167.000000	873.000000	1.078921	22.358384
Os01g0144200	4.000000	1056.000000	0.966776	0.494081
Os01g0144300	1.000000	1511.000000	0.732168	0.113986
Os01g0144340	97.000000	2300.000000	0.450594	11.802848
Os01g0144380	41.000000	4810.000000	0.101429	10.597566
Os01g0144500	1.000000	735.000000	1.169915	0.146651
Os01g0144600	104.000000	986.000000	1.008458	13.189443
Os01g0144700	25.000000	604.000000	1.260089	4.142190
Os01g0144800	3.000000	802.000000	1.125109	0.419257
Os01g0144900	1.000000	2183.000000	0.484173	0.119309
Os01g0145000	0.000000	336.000000	1.435327	0.000000
Os01g0145200	2.000000	1120.000000	0.930002	0.242134
Os01g0145600	1.000000	898.000000	1.063001	0.132105
Os01g0146101	0.000000	853.000000	1.091788	0.000000
Os01g0146200	1.000000	969.000000	1.018811	0.127735
Os01g0146600	0.000000	501.000000	1.331565	0.000000
Os01g0146801	0.000000	496.000000	1.334992	0.000000
Os01g0147001	0.000000	516.000000	1.321245	0.000000
Os01g0147200	574.000000	3044.000000	0.286154	83.099016
Os01g0147250	9.000000	3193.000000	0.261505	1.359227
Os01g0147300	6.000000	1294.000000	0.836402	0.699085
Os01g0147400	1.000000	723.000000	1.178051	0.148056
Os01g0147600	2.000000	780.000000	1.139698	0.283709
Os01g0147650	3.000000	393.000000	1.402665	0.686282
Os01g0147700	176.000000	2554.000000	0.385635	22.534265
Os01g0147800	5.000000	1796.000000	0.614384	0.571415
Os01g0147850	1.000000	375.000000	1.413531	0.237898
Os01g0147900	4993.000000	1052.000000	0.969117	617.586439
Os01g0147950	1808.000000	988.000000	1.007246	229.104591
Os01g0148000	712.000000	2524.000000	0.392779	90.567020
Os01g0148050	1411.000000	3219.000000	0.257436	214.716379
Os01g0148100	132.000000	2264.000000	0.460665	15.960259
Os01g0148200	0.000000	677.000000	1.209511	0.000000
Os01g0148400	159.000000	2281.000000	0.455881	19.281833
Os01g0148500	43.000000	1540.000000	0.719231	4.895618
Os01g0148700	149.000000	1478.000000	0.747166	17.014637
Os01g0149200	44.000000	3883.000000	0.173213	8.249592
Os01g0149350	2.000000	4464.000000	0.123490	0.457513
Os01g0149400	10.000000	270.000000	1.463357	3.191640
Os01g0149500	7.000000	4937.000000	0.094456	1.892917
Os01g0149600	41.000000	728.000000	1.174657	6.046016
Os01g0149700	9.000000	3403.000000	0.230469	1.447092
Os01g0149750	4.000000	3162.000000	0.266444	0.598715
Os01g0149800	1395.000000	654.000000	1.225378	219.510093
Os01g0149900	408.000000	2793.000000	0.333283	55.271820
Os01g0150000	709.000000	3499.000000	0.217593	117.431903
Os01g0150100	91.000000	2020.000000	0.535233	10.613896
Os01g0150200	103.000000	1289.000000	0.838964	12.010720
Os01g0150400	1.000000	636.000000	1.237845	0.160179
Os01g0150500	0.000000	666.000000	1.217089	0.000000
Os01g0150700	13.000000	1520.000000	0.728129	1.481220
Os01g0150800	1.000000	1264.000000	0.851885	0.117112
Os01g0150900	0.000000	492.000000	1.337727	0.000000
Os01g0150950	0.000000	1548.000000	0.715701	0.000000
Os01g0151100	451.000000	2505.000000	0.397374	57.134342
Os01g0151200	3347.000000	2440.000000	0.413514	418.315055
Os01g0151400	173.000000	2393.000000	0.425601	21.420437
Os01g0151500	13.000000	1797.000000	0.614006	1.485768
Os01g0151600	251.000000	1639.000000	0.676735	28.536712
Os01g0151700	40.000000	1428.000000	0.770462	4.584674
Os01g0151750	3.000000	301.000000	1.452000	0.865598
Os01g0151900	14.000000	2360.000000	0.434303	1.722466
Os01g0152000	10.000000	4485.000000	0.122010	2.304465
Os01g0152050	3.000000	3056.000000	0.284082	0.435765
Os01g0152100	0.000000	1407.000000	0.780455	0.000000
Os01g0152200	0.000000	1248.000000	0.860253	0.000000
Os01g0152300	7.000000	671.000000	1.213642	1.083959
Os01g0152500	0.000000	2295.000000	0.451979	0.000000
Os01g0152600	29.000000	3153.000000	0.267896	4.329475
Os01g0152675	1.000000	484.000000	1.343182	0.193976
Os01g0152687	0.000000	812.000000	1.118519	0.000000
Os01g0152700	66.000000	280.000000	1.460126	20.357452
Os01g0152800	42.000000	3428.000000	0.227040	6.805083
Os01g0152850	29.000000	3106.000000	0.275615	4.271902
Os01g0152900	36.000000	710.000000	1.186900	5.387135
Os01g0152950	22.000000	1296.000000	0.835379	2.562489
Os01g0152951	1.000000	483.000000	1.343862	0.194279
Os01g0153000	32.000000	3129.000000	0.271809	4.744692
Os01g0153050	35.000000	3084.000000	0.279308	5.123878
Os01g0153100	93.000000	747.000000	1.161810	13.513104
Os01g0153150	10.000000	5442.000000	0.071600	3.236339
Os01g0153200	6.000000	345.000000	1.430550	1.533053
Os01g0153250	33.000000	3066.000000	0.282367	4.806797
Os01g0153275	19.000000	2686.000000	0.355751	2.507431
Os01g0153300	89.000000	712.000000	1.185537	13.296059
Os01g0153400	230.000000	1331.000000	0.817674	26.650034
Os01g0153500	0.000000	765.000000	1.149716	0.000000
Os01g0153550	0.000000	625.000000	1.245482	0.000000
Os01g0153600	0.000000	927.000000	1.044767	0.000000
Os01g0153625	0.000000	714.000000	1.184174	0.000000
Os01g0153700	8.000000	1788.000000	0.617418	0.913842
Os01g0153800	1.000000	1104.000000	0.939076	0.121635
Os01g0153900	0.000000	891.000000	1.067440	0.000000
Os01g0153950	0.000000	517.000000	1.320555	0.000000
Os01g0154000	0.000000	902.000000	1.060471	0.000000
Os01g0154100	0.000000	856.000000	1.089851	0.000000
Os01g0154200	0.000000	782.000000	1.138367	0.000000
Os01g0154250	0.000000	642.000000	1.233685	0.000000
